Netid State  Recv-Q Send-Q                                          Local Address:Port                    Peer Address:Port  Process                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 24252                              * 22429  users:(("systemd-journal",pid=403,fd=93),("systemd",pid=1,fd=126))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 29042                              * 24558  users:(("systemd-journal",pid=403,fd=132),("systemd",pid=1,fd=279))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                         /run/cups/cups.sock 23505                              * 23503  users:(("cupsd",pid=1271,fd=15))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                   /run/user/1000/at-spi/bus 27268                              * 27999  users:(("dbus-daemon",pid=2182,fd=15))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                                                           * 29168                              * 29756  users:(("gsd-wacom",pid=2330,fd=10))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
u_str ESTAB  0      0                                                           * 29705                              * 29706  users:(("dconf-service",pid=2636,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 28918                              * 28917  users:(("systemd-journal",pid=403,fd=119),("systemd",pid=1,fd=263))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                                           * 26902                              * 26903  users:(("gnome-shell-cal",pid=2253,fd=2))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                                           * 22431                              * 22432  users:(("gdm-wayland-ses",pid=2039,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                                           * 44903                              * 44902  users:(("Web Content",pid=6263,fd=16))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_seq ESTAB  0      0                                                           * 44820                              * 44819  users:(("Web Content",pid=6222,fd=39))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                                 /run/user/1000/pulse/native 29758                              * 28016  users:(("pipewire-pulse",pid=1951,fd=25))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                          /run/user/1000/bus 26918                              * 28806  users:(("dbus-daemon",pid=1965,fd=29))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                                                           * 28788                              * 26906  users:(("gnome-shell-cal",pid=2253,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                                           * 26720                              * 26721  users:(("gvfsd",pid=2121,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 24146                              * 25553  users:(("systemd-journal",pid=403,fd=89),("systemd",pid=1,fd=193))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
u_str ESTAB  0      0                                                           * 27416                              * 27417  users:(("snapd-desktop-i",pid=2900,fd=13))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 27976                              * 29153  users:(("systemd-journal",pid=403,fd=137),("systemd",pid=1,fd=284))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                          /run/user/1000/bus 29700                              * 29699  users:(("dbus-daemon",pid=1965,fd=60))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 21738                              * 23509  users:(("dbus-daemon",pid=998,fd=30))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 24576                              * 29697  users:(("evolution-addre",pid=2579,fd=2),("evolution-addre",pid=2579,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
u_str ESTAB  0      0                                                           * 27999                              * 27268  users:(("ibus-extension-",pid=2476,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                          /run/user/1000/bus 29737                              * 29162  users:(("dbus-daemon",pid=1965,fd=63))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                                                           * 28920                              * 28921  users:(("gsd-printer",pid=2516,fd=2),("gsd-printer",pid=2516,fd=1),("gsd-print-notif",pid=2311,fd=2),("gsd-print-notif",pid=2311,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 26901                              * 26900  users:(("systemd-journal",pid=403,fd=102),("systemd",pid=1,fd=249))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                                           * 22410                              * 22411  users:(("xdg-permission-",pid=2009,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_seq ESTAB  0      0                                                           * 44819                              * 44820  users:(("firefox",pid=5309,fd=188))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                                           * 26577                              * 22408  users:(("xdg-document-po",pid=2005,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_dgr ESTAB  0      0                                                           * 28723                              * 12254  users:(("gnome-session-b",pid=2131,fd=14))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str ESTAB  0      0                                   /run/user/1000/at-spi/bus 27271                              * 28001  users:(("dbus-daemon",pid=2182,fd=18))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                                                           * 29153                              * 27976  users:(("dconf-service",pid=2636,fd=2),("dconf-service",pid=2636,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
u_str ESTAB  0      0                                                           * 29703                              * 27224  users:(("ibus-engine-sim",pid=2615,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 28932                              * 28931  users:(("systemd-journal",pid=403,fd=123),("systemd",pid=1,fd=270))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                                           * 28806                              * 26918  users:(("evolution-sourc",pid=2272,fd=6))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 24312                              * 26750  users:(("dbus-daemon",pid=998,fd=69))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 23508                              * 21735  users:(("cups-browsed",pid=1305,fd=4))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0                  @e4aad00821ae27d7/bus/systemd/bus-api-user 25571                              * 22385  users:(("systemd",pid=1921,fd=59))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
u_str ESTAB  0      0                    @dae598e5fd5c7882/bus/systemd/bus-system 25441                              * 26485  users:(("systemd",pid=1921,fd=22))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
u_str LISTEN 0      4096                                     @/tmp/.ICE-unix/2131 26753                              * 0      users:(("gnome-session-b",pid=2131,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
u_str LISTEN 0      1                                          @/tmp/.X11-unix/X0 27817                              * 0      users:(("gnome-shell",pid=2169,fd=34))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str LISTEN 0      1                                          @/tmp/.X11-unix/X1 27819                              * 0      users:(("gnome-shell",pid=2169,fd=36))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_str ESTAB  0      0      @6bdcf2aeb7619f41/bus/systemd-timesyn/bus-api-timesync 20829                              * 20941  users:(("systemd-timesyn",pid=580,fd=16))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                 @d62fc939de9903d6/bus/systemd-logind/system 19258                              * 21009  users:(("systemd-logind",pid=1059,fd=15))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                @12216923dca5bd75/bus/systemd/bus-api-system 19851                              * 21004  users:(("systemd",pid=1,fd=147))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0       @c2e900037550edee/bus/systemd-resolve/bus-api-resolve 19708                              * 20942  users:(("systemd-resolve",pid=578,fd=20))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0              @7167e8edf61c7913/bus/systemd-oomd/bus-api-oom 19132                              * 20940  users:(("systemd-oomd",pid=573,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
u_seq LISTEN 0      1                  @snap.firefox.gecko-crash-helper-pipe.5309 43620                              * 0      users:(("crashhelper",pid=5374,fd=10))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
udp   UNCONN 0      0                                                     0.0.0.0:mdns                         0.0.0.0:*      users:(("avahi-daemon",pid=997,fd=12))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
